//Fitting algorithm output. V. 0.1	maxIter=5000	start_lambda=1e-05	up_factor=10	down_factor=0.8	target_derr=0.0001	multlimit=1e+07
"2021-08-20_10h52m08s_CO210P38.txt.bin"	500	1.94168e-06	0.000606511		1.9387e-06	1.94462e-06	-9.67367e-05	0.0429022	0	1.9258
"2021-08-20_10h52m32s_CO210P36.txt.bin"	500	1.90721e-06	0.00477469		1.88384e-06	1.94007e-06	-4.30127e-06	0.012521	0	2.02807
"2021-08-20_10h53m02s_CO210P34.txt.bin"	500	1.91597e-06	0.00142355		1.90942e-06	1.92346e-06	-3.81545e-06	0.0179695	0	2.04606
"2021-08-20_10h53m11s_O1810P34.txt.bin"	500	1.87796e-06	0.00137648		1.87039e-06	1.88568e-06	-2.16478e-06	0.0136453	0	2.27142
"2021-08-20_10h51m35s_CO210P40.txt.bin"	500	1.86012e-06	0.00217146		1.84941e-06	1.87164e-06	-1.68898e-06	0.0125845	0	2.28256
"2021-08-20_10h52m22s_C1310P28.txt.bin"	500	1.42956e-06	0.00650135		1.41847e-06	1.44181e-06	-0.00217787	0.073872	0	3.48221
"2021-08-20_10h53m38s_O1810P32.txt.bin"	500	1.89252e-06	0.00154576		1.88628e-06	1.89903e-06	-3.49206e-06	0.0179416	0	1.70385
"2021-08-20_10h53m28s_CO210P32.txt.bin"	500	1.88941e-06	0.000514282		1.88688e-06	1.89198e-06	-7.13643e-05	0.0394263	0	1.895
"2021-08-20_10h53m53s_CO210P30.txt.bin"	500	1.88976e-06	0.000548478		1.88683e-06	1.89258e-06	-1.99032e-05	0.0273519	0	1.79184
"2021-08-20_10h54m03s_O1810P30.txt.bin"	500	1.90658e-06	0.00166579		1.90102e-06	1.9124e-06	-4.16092e-06	0.0261898	0	1.7472
"2021-08-20_10h54m19s_CO210P28.txt.bin"	500	1.89062e-06	0.00940241		1.85127e-06	1.95686e-06	-6.50909e-07	0.0132921	0	1.75445
"2021-08-20_10h54m45s_CO210P26.txt.bin"	500	1.86363e-06	0.002682		1.84614e-06	1.87706e-06	-1.3158e-06	0.0112923	0	1.48082
