//Fitting algorithm output. V. 0.1	maxIter=5000	start_lambda=1e-05	up_factor=10	down_factor=0.8	target_derr=0.0001	multlimit=1e+07
"2021-08-12_12h38m47s_CO210P40.txt.bin"	500	1.89758e-06	0.000377115		1.89563e-06	1.89976e-06	-0.000101564	0.0512275	0	2.04763
"2021-08-12_12h40m15s_CO210P34.txt.bin"	500	1.97944e-06	0.00173175		1.9699e-06	1.99217e-06	-2.31216e-06	0.0124392	0	2.13171
"2021-08-12_12h39m45s_CO210P36.txt.bin"	500	1.96842e-06	0.00129679		1.9632e-06	1.97252e-06	-8.14843e-06	0.0333863	0	2.1528
"2021-08-12_12h39m16s_CO210P38.txt.bin"	500	2.0143e-06	0.00168796		2.00581e-06	2.02373e-06	-2.25922e-06	0.0126475	0	2.18349
"2021-08-12_12h40m43s_CO210P32.txt.bin"	500	1.96641e-06	0.000341392		1.96442e-06	1.96805e-06	-4.89332e-05	0.0474629	0	2.29629
"2021-08-12_12h40m52s_C1310P28.txt.bin"	500	1.42656e-06	0.00116415		1.42267e-06	1.43027e-06	-2.67388e-05	0.0177282	0	2.40927
"2021-08-12_12h41m08s_CO210P30.txt.bin"	500	2.05247e-06	0.000635713		2.04982e-06	2.05532e-06	-1.3544e-05	0.0452296	0	1.59837
"2021-08-12_12h41m37s_CO210P28.txt.bin"	500	2.05708e-06	0.000779536		2.05267e-06	2.06205e-06	-4.29482e-06	0.0153451	0	1.62489
"2021-08-12_12h42m15s_O1810P32.txt.bin"	500	2.08896e-06	0.00126332		2.08402e-06	2.09343e-06	-7.12679e-06	0.0273165	0	1.54659
"2021-08-12_12h42m02s_CO210P26.txt.bin"	500	2.04805e-06	0.000888628		2.04352e-06	2.05323e-06	-3.36237e-06	0.0135595	0	1.83666
"2021-08-12_12h41m51s_O1810P34.txt.bin"	500	2.07676e-06	0.000780728		2.07248e-06	2.08117e-06	-4.57203e-06	0.0175293	0	1.93738
"2021-08-12_12h42m28s_CO210P24.txt.bin"	500	2.04776e-06	0.00837084		2.01371e-06	2.0807e-06	-2.93985e-06	0.0134617	0	1.92889
"2021-08-12_12h42m39s_O1810P30.txt.bin"	500	2.11079e-06	0.00126425		2.10639e-06	2.1155e-06	-5.46611e-06	0.030307	0	1.47676
"2021-08-12_12h42m52s_CO210P22.txt.bin"	500	2.07795e-06	0.00347807		2.06469e-06	2.09232e-06	-7.46412e-06	0.0126433	0	1.5737
"2021-08-12_12h43m04s_O1810P28.txt.bin"	500	2.10893e-06	0.00104712		2.10508e-06	2.11294e-06	-3.42434e-05	0.0507607	0	1.68878
"2021-08-12_12h43m17s_CO210P20.txt.bin"	500	2.10407e-06	0.00293667		2.08838e-06	2.12517e-06	-2.73225e-06	0.0118175	0	1.59032
"2021-08-12_12h43m31s_O1810P26.txt.bin"	500	2.13958e-06	0.000858898		2.13649e-06	2.14272e-06	-4.11351e-05	0.0566702	0	1.70645
"2021-08-12_12h43m42s_CO210P18.txt.bin"	500	2.08506e-06	0.00581161		2.0633e-06	2.11049e-06	-3.75691e-07	0.0120079	0	1.74327
"2021-08-12_12h43m56s_O1810P24.txt.bin"	500	2.04969e-06	0.00153287		2.04519e-06	2.05442e-06	-4.47472e-05	0.0533441	0	1.68604
"2021-08-12_12h44m08s_CO210P16.txt.bin"	500	2.10332e-06	0.00216206		2.09456e-06	2.11278e-06	-3.76273e-06	0.0136256	0	1.53117
"2021-08-12_12h44m20s_O1810P22.txt.bin"	500	2.10331e-06	0.00038124		2.10095e-06	2.10518e-06	-8.02819e-06	0.0416242	0	1.52371
"2021-08-12_12h44m33s_CO210P14.txt.bin"	500	1.99848e-06	0.00487647		1.97059e-06	2.02737e-06	-7.35254e-06	0.0114973	0	1.63686
"2021-08-12_12h44m44s_O1810P20.txt.bin"	500	2.07664e-06	0.0010866		2.07273e-06	2.08074e-06	-4.21738e-05	0.0505935	0	1.65588
"2021-08-12_12h44m59s_CO210P12.txt.bin"	500	2.11217e-06	0.000275599		2.11051e-06	2.11374e-06	-8.92003e-06	0.0468184	0	1.7603
"2021-08-12_12h45m23s_CO210P10.txt.bin"	500	2.13795e-06	0.00266924		2.12221e-06	2.15322e-06	-3.48511e-06	0.0138403	0	1.55874
"2021-08-12_12h45m11s_O1810P18.txt.bin"	500	2.09152e-06	0.00100074		2.08823e-06	2.09546e-06	-2.50185e-05	0.0497302	0	1.63722
"2021-08-12_12h45m36s_O1810P16.txt.bin"	500	2.19588e-06	0.00123245		2.19163e-06	2.20019e-06	-2.40104e-05	0.046899	0	1.58752
"2021-08-12_12h46m05s_O1810P14.txt.bin"	500	2.20151e-06	0.00160348		2.19671e-06	2.20671e-06	-3.46934e-05	0.0420665	0	1.67622
"2021-08-12_12h46m18s_C1310P22.txt.bin"	500	1.50544e-06	0.00391041		1.49827e-06	1.51306e-06	-0.00457891	0.064023	0	1.96443
"2021-08-12_12h46m29s_CO210P08.txt.bin"	500	2.17328e-06	0.00678945		2.14868e-06	2.19957e-06	-2.12869e-06	0.0118758	0	1.78963
"2021-08-12_12h46m41s_O1810P12.txt.bin"	500	2.26472e-06	0.000550008		2.26204e-06	2.26759e-06	-1.38078e-05	0.0448861	0	1.59635
"2021-08-12_12h46m55s_CO210P06.txt.bin"	500	2.22064e-06	0.0015812		2.21496e-06	2.22591e-06	-7.76464e-06	0.0421781	0	1.6715
