//Fitting algorithm output. V. 0.1	maxIter=5000	start_lambda=1e-05	up_factor=10	down_factor=0.8	target_derr=0.0001	multlimit=1e+07
"2021-08-20_15h40m32s_CO210P40.txt.bin"	0	-nan(ind)	nan		nan	nan	nan	nan	0	7.5e-05
"2021-08-20_15h41m23s_CO210P36.txt.bin"	0	-nan(ind)	nan		nan	nan	nan	nan	0	0.0006
"2021-08-20_15h41m42s_CO210P34.txt.bin"	0	-nan(ind)	nan		nan	nan	nan	nan	0	6.4e-05
"2021-08-20_15h42m01s_CO210P32.txt.bin"	0	-nan(ind)	nan		nan	nan	nan	nan	0	6.3e-05
"2021-08-20_15h41m23s_CO210P36.txt"	0	-nan(ind)	nan		nan	nan	nan	nan	0	0.004278
"2021-08-20_15h40m32s_CO210P40.txt"	0	-nan(ind)	nan		nan	nan	nan	nan	0	0.004427
"2021-08-20_15h41m42s_CO210P34.txt"	0	-nan(ind)	nan		nan	nan	nan	nan	0	0.004365
"2021-08-20_15h42m01s_CO210P32.txt"	0	-nan(ind)	nan		nan	nan	nan	nan	0	0.002846
"2021-08-20_15h42m21s_CO210P30.txt"	0	-nan(ind)	nan		nan	nan	nan	nan	0	0.002737
"2021-08-20_15h42m21s_CO210P30.txt.bin"	0	-nan(ind)	nan		nan	nan	nan	nan	0	3.7e-05
"2021-08-20_15h42m40s_CO210P28.txt.bin"	0	-nan(ind)	nan		nan	nan	nan	nan	0	0.000267
"2021-08-20_15h43m01s_CO210P26.txt.bin"	0	-nan(ind)	nan		nan	nan	nan	nan	0	6.5e-05
"2021-08-20_15h43m21s_CO210P24.txt.bin"	0	-nan(ind)	nan		nan	nan	nan	nan	0	7.5e-05
"2021-08-20_15h42m40s_CO210P28.txt"	0	-nan(ind)	nan		nan	nan	nan	nan	0	0.00278
"2021-08-20_15h43m39s_CO210P22.txt.bin"	0	-nan(ind)	nan		nan	nan	nan	nan	0	6.4e-05
"2021-08-20_15h43m01s_CO210P26.txt"	0	-nan(ind)	nan		nan	nan	nan	nan	0	0.002959
"2021-08-20_15h43m21s_CO210P24.txt"	0	-nan(ind)	nan		nan	nan	nan	nan	0	0.002693
"2021-08-20_15h43m56s_CO210P20.txt.bin"	0	-nan(ind)	nan		nan	nan	nan	nan	0	0.000356
"2021-08-20_15h44m13s_CO210P18.txt.bin"	0	-nan(ind)	nan		nan	nan	nan	nan	0	7.4e-05
"2021-08-20_15h43m39s_CO210P22.txt"	0	-nan(ind)	nan		nan	nan	nan	nan	0	0.002728
"2021-08-20_15h43m56s_CO210P20.txt"	0	-nan(ind)	nan		nan	nan	nan	nan	0	0.0026
"2021-08-20_15h44m30s_CO210P16.txt.bin"	0	-nan(ind)	nan		nan	nan	nan	nan	0	6.2e-05
