//Fitting algorithm output. V. 0.1	maxIter=5000	start_lambda=1e-05	up_factor=10	down_factor=0.8	target_derr=0.0001	multlimit=1e+07
"2021-08-19_19h56m22s_CO210P34.txt.bin"	500	1.56358e-06	0.00167595		1.55525e-06	1.57032e-06	-5.83956e-05	0.0202338	0	2.4131
"2021-08-19_19h55m54s_CO210P36.txt.bin"	500	1.3623e-06	0.00421568		1.35194e-06	1.37244e-06	-0.000566628	0.025476	0	2.48582
"2021-08-19_19h56m57s_CO210P32.txt.bin"	500	1.57612e-06	0.0013831		1.57076e-06	1.58141e-06	-0.000601813	0.0330722	0	2.67459
"2021-08-19_19h56m45s_C1310P28.txt.bin"	500	9.40883e-07	0.00472649		9.3213e-07	9.51773e-07	-0.000153821	0.0181411	0	2.78427
"2021-08-19_19h55m25s_CO210P38.txt.bin"	500	1.54645e-06	0.0018527		1.53902e-06	1.55343e-06	-4.8568e-05	0.0179508	0	2.86235
"2021-08-19_19h54m56s_CO210P40.txt.bin"	505	1.03337e-06	0.00489151		1.0193e-06	1.04545e-06	4.28403e-07	0.0215782	0	4.00497
"2021-08-19_19h57m38s_O1810P34.txt.bin"	500	1.76452e-06	0.00219183		1.75459e-06	1.77492e-06	-2.09558e-06	0.0143983	0	1.65367
"2021-08-19_19h57m52s_CO210P28.txt.bin"	500	1.72682e-06	0.00137185		1.72016e-06	1.7336e-06	-3.14894e-06	0.0184812	0	1.59825
"2021-08-19_19h58m04s_O1810P32.txt.bin"	500	1.77721e-06	0.00183467		1.76871e-06	1.78454e-06	-1.39492e-05	0.0208721	0	1.69561
"2021-08-19_19h58m19s_CO210P26.txt.bin"	500	1.76339e-06	0.00969144		1.70932e-06	1.82725e-06	-1.35827e-05	0.012244	0	1.69286
"2021-08-19_19h57m26s_CO210P30.txt.bin"	500	1.69348e-06	0.00123152		1.68754e-06	1.69825e-06	-0.000104228	0.0418721	0	2.3022
"2021-08-19_19h58m45s_CO210P24.txt.bin"	500	1.74503e-06	0.0201592		1.67374e-06	1.82417e-06	-1.05166e-05	0.0136471	0	1.45757
"2021-08-19_19h58m29s_O1810P30.txt.bin"	500	1.82829e-06	0.00180105		1.821e-06	1.83668e-06	-2.7063e-05	0.0304746	0	1.69649
"2021-08-19_19h59m05s_C1310P26.txt.bin"	500	8.60715e-07	0.00772126		8.39572e-07	8.84017e-07	-6.0756e-08	0.0123003	0	1.54562
"2021-08-19_19h58m55s_O1810P28.txt.bin"	500	1.70928e-06	0.00227295		1.70011e-06	1.71877e-06	-4.00403e-05	0.0238096	0	1.922
"2021-08-19_19h59m28s_CO210P22.txt.bin"	500	1.80706e-06	0.00742951		1.77471e-06	1.83944e-06	-2.09568e-06	0.0120109	0	1.68627
"2021-08-19_19h59m38s_O1810P26.txt.bin"	500	1.83305e-06	0.00131881		1.82792e-06	1.83851e-06	-8.42633e-05	0.0431901	0	1.94259
"2021-08-19_19h59m54s_CO210P20.txt.bin"	500	1.82993e-06	0.00374759		1.81491e-06	1.8463e-06	-2.09179e-06	0.0143993	0	1.66998
"2021-08-19_20h00m03s_O1810P24.txt.bin"	500	1.4532e-06	0.00330271		1.44388e-06	1.46062e-06	-0.00436705	0.0404319	0	1.77632
"2021-08-19_20h00m24s_CO210P18.txt.bin"	500	1.81379e-06	0.0100442		1.76395e-06	1.85777e-06	-1.62448e-06	0.011906	0	1.6443
"2021-08-19_20h00m33s_O1810P22.txt.bin"	500	1.87467e-06	0.000808455		1.86934e-06	1.87891e-06	-2.08743e-05	0.0339532	0	1.84298
"2021-08-19_20h00m49s_CO210P16.txt.bin"	500	1.79881e-06	0.00271879		1.78814e-06	1.81108e-06	-2.28008e-06	0.014215	0	1.59138
"2021-08-19_20h00m13s_C1310P24.txt.bin"	500	9.20119e-07	0.0075768		9.09251e-07	9.3131e-07	-0.000227151	0.0217667	0	2.67298
"2021-08-19_20h01m10s_O1810P20.txt.bin"	500	1.81233e-06	0.00196054		1.80656e-06	1.81827e-06	-8.44053e-05	0.0550122	0	1.88616
"2021-08-19_20h01m21s_CO210P14.txt.bin"	500	1.80461e-06	0.023481		1.68895e-06	1.96046e-06	-2.13225e-05	0.0115887	0	1.61579
"2021-08-19_20h01m41s_C1310P20.txt.bin"	500	9.53048e-07	0.00665964		9.42178e-07	9.62708e-07	-0.0021029	0.0261439	0	1.98429
"2021-08-19_20h01m52s_CO210P12.txt.bin"	500	1.87221e-06	0.000984418		1.86763e-06	1.87718e-06	-5.83913e-06	0.0247916	0	1.58993
"2021-08-19_20h01m31s_O1810P18.txt.bin"	500	1.41998e-06	0.00274853		1.41315e-06	1.42787e-06	-0.0025601	0.0376962	0	2.34451
"2021-08-19_20h01m00s_C1310P22.txt.bin"	500	9.59533e-07	0.0162881		9.39705e-07	9.81424e-07	-0.000167348	0.0249987	0	3.17301
"2021-08-19_20h03m26s_CO210P10.txt.bin"	500	1.88528e-06	0.0161319		1.81081e-06	1.97201e-06	-2.36518e-05	0.0115872	0	1.57797
"2021-08-19_20h02m02s_O1810P16.txt.bin"	500	1.89342e-06	0.00183549		1.88759e-06	1.90001e-06	-5.48675e-05	0.0482117	0	1.77092
"2021-08-19_20h03m46s_O1810P14.txt.bin"	500	1.9529e-06	0.0021427		1.94604e-06	1.96044e-06	-5.94005e-05	0.0402419	0	1.85094
"2021-08-19_20h03m56s_CO210P08.txt.bin"	500	1.9187e-06	0.00743469		1.88341e-06	1.96958e-06	-3.02947e-07	0.0120599	0	1.74507
"2021-08-19_20h03m36s_C1310P18.txt.bin"	500	9.72921e-07	0.00236751		9.6581e-07	9.79223e-07	-3.24106e-05	0.015865	0	2.23097
"2021-08-19_20h04m16s_O1810P12.txt.bin"	500	1.98972e-06	0.000846336		1.98517e-06	1.99486e-06	-1.20746e-05	0.0343646	0	1.56533
"2021-08-19_20h04m07s_C1310P16.txt.bin"	500	9.89584e-07	0.00901487		9.76746e-07	1.00337e-06	-0.000819744	0.0188196	0	2.17236
"2021-08-19_20h04m27s_CO210P06.txt.bin"	500	1.95657e-06	0.00607936		1.92577e-06	1.98734e-06	-3.30464e-06	0.0118921	0	1.55098
"2021-08-19_20h04m37s_C1310P14.txt.bin"	500	1.0054e-06	0.00309892		9.97615e-07	1.01113e-06	-0.00237004	0.0207837	0	1.88273
"2021-08-19_20h05m01s_CO210R04.txt.bin"	500	1.9297e-06	0.00156338		1.92221e-06	1.93816e-06	-5.79744e-06	0.0209492	0	1.63427
"2021-08-19_20h04m47s_O1810P10.txt.bin"	500	1.94527e-06	0.00334748		1.93546e-06	1.95494e-06	-4.74798e-05	0.0397744	0	2.01363
"2021-08-19_20h05m10s_O1810P08.txt.bin"	500	2.02018e-06	0.00202581		2.00905e-06	2.03087e-06	-2.95463e-06	0.0146163	0	1.62032
"2021-08-19_20h05m30s_CO210R06.txt.bin"	500	1.78573e-06	0.00198481		1.77719e-06	1.7954e-06	-3.02507e-06	0.0152478	0	1.70336
"2021-08-19_20h05m19s_C1310P12.txt.bin"	500	1.0101e-06	0.00245256		1.00341e-06	1.01664e-06	-0.00153385	0.0206436	0	2.14582
"2021-08-19_20h05m40s_O1810R08.txt.bin"	500	2.20616e-06	0.00117791		2.1994e-06	2.21255e-06	-5.39721e-06	0.0200613	0	1.6588
"2021-08-19_20h05m57s_CO210R08.txt.bin"	500	1.85244e-06	0.00197661		1.84545e-06	1.85891e-06	-5.29065e-05	0.035494	0	1.82532
"2021-08-19_20h06m24s_CO210R10.txt.bin"	500	2.09122e-06	0.000799854		2.08643e-06	2.09562e-06	-8.00575e-06	0.0441066	0	1.71915
"2021-08-19_20h06m07s_O1810R10.txt.bin"	500	2.16188e-06	0.00171898		2.15483e-06	2.16879e-06	-8.9113e-06	0.0300113	0	1.72724
"2021-08-19_20h06m45s_O1810R12.txt.bin"	500	2.23804e-06	0.000818055		2.23341e-06	2.24212e-06	-2.51492e-05	0.0395432	0	1.62453
"2021-08-19_20h06m34s_C1310P10.txt.bin"	500	9.77332e-07	0.00364735		9.68792e-07	9.85654e-07	-0.000175398	0.0167239	0	2.23012
"2021-08-19_20h07m11s_O1810R14.txt.bin"	500	2.28791e-06	0.0012244		2.28257e-06	2.29412e-06	-3.18054e-05	0.045606	0	1.58404
"2021-08-19_20h06m57s_CO210R12.txt.bin"	500	1.79135e-06	0.000993025		1.78646e-06	1.79592e-06	-5.3143e-05	0.0290882	0	1.93165
"2021-08-19_20h07m23s_CO210R14.txt.bin"	500	2.04396e-06	0.00051397		2.041e-06	2.04665e-06	-2.58934e-05	0.054751	0	1.69949
"2021-08-19_20h07m37s_O1810R16.txt.bin"	500	2.26681e-06	0.000712937		2.26322e-06	2.27185e-06	-1.7443e-05	0.0445643	0	1.87147
"2021-08-19_20h07m50s_CO210R16.txt.bin"	500	2.05497e-06	0.000479331		2.0522e-06	2.05778e-06	-5.98439e-06	0.045853	0	1.55665
"2021-08-19_20h08m02s_O1810R18.txt.bin"	500	2.3541e-06	0.0015505		2.34775e-06	2.36139e-06	-4.11709e-05	0.0438003	0	1.69673
"2021-08-19_20h08m16s_CO210R18.txt.bin"	500	2.26369e-06	0.000766188		2.2593e-06	2.26848e-06	-8.66359e-06	0.0442353	0	1.5475
"2021-08-19_20h08m28s_O1810R20.txt.bin"	500	2.35121e-06	0.000637738		2.3471e-06	2.35521e-06	-7.50803e-06	0.034141	0	1.5662
"2021-08-19_20h09m05s_O1810R22.txt.bin"	500	2.39703e-06	0.00117531		2.39135e-06	2.40259e-06	-6.34912e-05	0.0389434	0	1.73979
"2021-08-19_20h09m16s_CO210R22.txt.bin"	500	2.21825e-06	0.000503993		2.21438e-06	2.22141e-06	-9.854e-06	0.0476131	0	1.56447
"2021-08-19_20h08m52s_C1310P08.txt.bin"	500	1.06913e-06	0.00408406		1.0601e-06	1.07976e-06	-3.57909e-05	0.0168088	0	2.44791
"2021-08-19_20h08m42s_CO210R20.txt.bin"	500	1.18021e-06	0.00390322		1.1711e-06	1.1894e-06	-0.00215625	0.024568	0	3.02384
"2021-08-19_20h09m39s_O1810R24.txt.bin"	500	2.31367e-06	0.000595703		2.31002e-06	2.31682e-06	-1.7625e-05	0.0411956	0	1.60452
"2021-08-19_20h09m50s_CO210R24.txt.bin"	500	2.3306e-06	0.000789731		2.32663e-06	2.33546e-06	-1.05803e-05	0.0441106	0	1.55015
