CO210P40,1.881417E-6,2488.061811E-6,6.388357069298744,8.328154699245117,2021-08-19 16:05:34
CO210P38,1.987439E-6,518.770511E-6,8.472083576437548,10.174990421451936,2021-08-19 16:06:07
CO210P36,1.957406E-6,967.367295E-6,7.285910250116902,9.312907255298567,2021-08-19 16:06:36
CO210P34,1.981075E-6,871.933574E-6,7.846153491682424,9.725685653777997,2021-08-19 16:07:06
C1310P28,1.378788E-6,4093.685870E-6,7.466487352468771,9.776181830453123,2021-08-19 16:07:37
CO210P32,1.963692E-6,375.850521E-6,8.945791327776753,10.84689808134797,2021-08-19 16:07:48
CO210P30,1.984655E-6,1185.512903E-6,8.523972320213725,10.406162506893615,2021-08-19 16:08:17
C1310P26,1.298866E-6,1067.915605E-6,7.666712446723772,9.915846738487339,2021-08-19 16:08:28
CO210P28,2.001179E-6,535.880359E-6,7.625593462984756,9.493488502972523,2021-08-19 16:08:43
CO210P26,1.998101E-6,2569.551014E-6,6.325960621695837,8.203677392035173,2021-08-19 16:09:13
O1810P32,2.038571E-6,1332.272573E-6,6.985877988671035,8.906572583344552,2021-08-19 16:09:23
C1310P24,1.399783E-6,3352.334659E-6,8.750518231331936,10.380302122938875,2021-08-19 16:09:43
O1810P30,2.068743E-6,1482.667083E-6,7.8964226393503,9.655146206009865,2021-08-19 16:09:53
CO210P24,2.020045E-6,27219.231142E-6,6.47218994158031,8.659965358737365,2021-08-19 16:10:06
O1810P28,2.079412E-6,1250.957635E-6,8.592558205488821,11.027448224546545,2021-08-19 16:10:17
CO210P22,2.045406E-6,3784.367934E-6,7.648991325717063,9.524633097590216,2021-08-19 16:10:30
O1810P26,2.121576E-6,751.948911E-6,9.242637564835528,11.201828051643188,2021-08-19 16:10:43
CO210P20,2.093822E-6,6672.785976E-6,7.159137958661748,8.893559228865282,2021-08-19 16:10:54
O1810P24,2.063577E-6,1419.182311E-6,9.205378323178348,11.229437517732942,2021-08-19 16:11:10
CO210P18,2.065480E-6,7116.625958E-6,6.309032151878694,8.40399452982668,2021-08-19 16:11:21
O1810P22,2.139202E-6,527.333880E-6,8.345802861705193,10.14628789113831,2021-08-19 16:11:34
CO210P16,2.111376E-6,2043.647368E-6,6.603038859007436,8.736598071738365,2021-08-19 16:11:45
O1810P20,2.117935E-6,1113.776826E-6,9.36430430707761,11.44316201786041,2021-08-19 16:11:58
CO210P14,2.120492E-6,5210.053730E-6,6.286512857974884,8.174376935119948,2021-08-19 16:12:10
C1310P20,1.412484E-6,5275.358952E-6,9.084026460578983,11.266696296229043,2021-08-19 16:12:23
O1810P18,2.079348E-6,880.447063E-6,9.119167493576363,11.33499498491053,2021-08-19 16:12:35
CO210P12,2.127356E-6,744.765994E-6,7.62395211472319,9.55029934297895,2021-08-19 16:12:47
O1810P16,2.203980E-6,1275.744272E-6,9.293704010371155,11.211656504299992,2021-08-19 16:13:00
CO210P10,2.153180E-6,4802.272021E-6,6.4726767006551125,8.378934493531139,2021-08-19 16:13:12
O1810P14,2.208186E-6,1754.394906E-6,8.953412339616937,11.103144930158784,2021-08-19 16:13:26
CO210P08,2.183022E-6,4134.043293E-6,6.537835449231937,8.745671503131463,2021-08-19 16:13:38
O1810P12,2.268797E-6,585.390473E-6,8.342792016345536,10.572778135155982,2021-08-19 16:13:50
CO210P06,2.237842E-6,2395.732904E-6,7.9486320144788625,9.839056808745065,2021-08-19 16:14:04
O1810P10,2.323938E-6,2316.720033E-6,8.707127969334797,11.00247104081039,2021-08-19 16:14:16
CO210R04,2.336157E-6,1034.905127E-6,7.254119496870607,9.066874411400178,2021-08-19 16:14:43
C1310P18,1.478967E-6,3149.466073E-6,6.837452793747406,8.583522043689225,2021-08-19 16:14:54
O1810P08,2.371326E-6,706.878127E-6,7.13095468461497,9.007315004715835,2021-08-19 16:15:03
CO210R06,2.316768E-6,810.122707E-6,7.625472473601706,9.557191924187578,2021-08-19 16:15:15
C1310P16,1.517067E-6,3539.132455E-6,8.371759882437573,10.207189035952675,2021-08-19 16:15:26
O1810R08,nanE-6,nanE-6,nan,nan,2021-08-19 16:15:28
O1810R08,nanE-6,nanE-6,nan,nan,2021-08-19 16:15:28
