//Fitting algorithm output. V. 0.1	maxIter=5000	start_lambda=1e-05	up_factor=10	down_factor=0.8	target_derr=0.0001	multlimit=1e+07
"2021-08-15_16h16m35s_O1810P36.txt.bin"	0	-nan(ind)	nan		nan	nan	nan	nan	0	0.000811
"2021-08-15_16h16m35s_O1810P36.txt"	0	-nan(ind)	nan		nan	nan	nan	nan	0	0.019637
"2021-08-15_16h18m00s_O1810P30.txt.bin"	500	2.12242e-06	0.00131189		2.1176e-06	2.1271e-06	-5.94994e-06	0.0354848	0	1.79376
"2021-08-15_16h17m02s_O1810P34.txt.bin"	500	2.05406e-06	0.00104795		2.04821e-06	2.05928e-06	-4.79842e-06	0.0184007	0	1.84944
"2021-08-15_16h18m17s_CO210P38.txt.bin"	500	1.79614e-06	0.00200066		1.78989e-06	1.80288e-06	-2.40845e-05	0.0207072	0	2.08778
"2021-08-15_16h17m31s_O1810P32.txt.bin"	500	2.05273e-06	0.00126213		2.04798e-06	2.05861e-06	-5.20245e-06	0.0231145	0	2.12588
"2021-08-15_16h17m51s_CO210P40.txt.bin"	500	9.98188e-07	0.00458563		9.88634e-07	1.0082e-06	-2.26701e-05	0.0143278	0	2.78165
"2021-08-15_16h17m40s_C1310P28.txt.bin"	500	1.14444e-06	0.00608656		1.13466e-06	1.15649e-06	-0.000422083	0.0178577	0	2.81118
"2021-08-15_16h18m26s_O1810P28.txt.bin"	500	1.86138e-06	0.00173588		1.8556e-06	1.86672e-06	-1.28574e-05	0.0258422	0	1.78078
"2021-08-15_16h18m53s_O1810P26.txt.bin"	500	2.09321e-06	0.0012707		2.08881e-06	2.09741e-06	-2.99541e-05	0.0556542	0	1.76435
"2021-08-15_16h18m42s_CO210P36.txt.bin"	500	1.38662e-06	0.00230599		1.38045e-06	1.39311e-06	-5.05835e-05	0.019076	0	2.38593
"2021-08-15_16h19m08s_CO210P34.txt.bin"	500	1.66779e-06	0.000711075		1.66435e-06	1.67118e-06	-4.3198e-05	0.020455	0	2.10983
"2021-08-15_16h19m35s_CO210P32.txt.bin"	500	1.6791e-06	0.00151807		1.67221e-06	1.68604e-06	-1.58487e-05	0.0229515	0	1.85098
"2021-08-15_16h19m18s_O1810P24.txt.bin"	500	1.44709e-06	0.0029828		1.44123e-06	1.45387e-06	-0.00247797	0.0435548	0	2.0102
"2021-08-15_16h19m45s_O1810P22.txt.bin"	500	2.20195e-06	0.000377047		2.19991e-06	2.20441e-06	-9.38132e-06	0.0387716	0	1.50501
"2021-08-15_16h20m01s_CO210P30.txt.bin"	500	1.98557e-06	0.00044436		1.98349e-06	1.98792e-06	-6.19701e-05	0.0478538	0	1.8103
"2021-08-15_16h20m27s_CO210P28.txt.bin"	500	2.0239e-06	0.000773794		2.01931e-06	2.02888e-06	-3.12478e-06	0.0192406	0	1.95164
"2021-08-15_16h20m11s_O1810P20.txt.bin"	500	1.9603e-06	0.00144686		1.95595e-06	1.96464e-06	-5.42369e-05	0.0557256	0	1.97577
"2021-08-15_16h20m52s_CO210P26.txt.bin"	500	2.05601e-06	0.00152835		2.04987e-06	2.06245e-06	-4.20052e-06	0.0178987	0	1.61961
"2021-08-15_16h21m04s_O1810P16.txt.bin"	500	2.15788e-06	0.00123343		2.15394e-06	2.16213e-06	-1.42714e-05	0.050639	0	1.59865
"2021-08-15_16h20m37s_O1810P18.txt.bin"	500	1.39338e-06	0.00250646		1.38717e-06	1.39955e-06	-0.00342729	0.0414281	0	2.54558
"2021-08-15_16h21m17s_CO210P24.txt.bin"	500	2.05822e-06	0.0012637		2.05132e-06	2.06505e-06	-6.08343e-06	0.0125438	0	1.58482
"2021-08-15_16h21m42s_CO210P22.txt.bin"	500	2.11226e-06	0.0015254		2.10346e-06	2.12187e-06	-3.54435e-06	0.0134823	0	1.65512
"2021-08-15_16h21m30s_O1810P14.txt.bin"	500	2.28266e-06	0.00142242		2.2779e-06	2.28743e-06	-7.67363e-05	0.0445962	0	1.78761
"2021-08-15_16h21m55s_O1810P12.txt.bin"	500	2.29453e-06	0.000586986		2.29132e-06	2.29802e-06	-7.60719e-06	0.0390352	0	1.61199
"2021-08-15_16h22m07s_CO210P20.txt.bin"	500	2.11857e-06	0.00302795		2.09447e-06	2.13778e-06	-1.06054e-06	0.0123673	0	1.52818
"2021-08-15_16h22m30s_O1810P10.txt.bin"	500	2.16036e-06	0.00303966		2.15221e-06	2.16948e-06	-2.8174e-05	0.0445102	0	1.65158
"2021-08-15_16h22m40s_CO210P18.txt.bin"	500	2.13255e-06	0.00535782		2.10317e-06	2.16885e-06	-5.15378e-05	0.0130834	0	1.62779
"2021-08-15_16h23m28s_CO210P14.txt"	0	-nan(ind)	nan		nan	nan	nan	nan	0	0.003329
"2021-08-15_16h23m28s_CO210P14.txt.bin"	0	-nan(ind)	nan		nan	nan	nan	nan	0	2.8e-05
"2021-08-15_16h22m53s_O1810P08.txt.bin"	500	2.25052e-06	0.000745186		2.2459e-06	2.25596e-06	-4.83747e-06	0.0151888	0	1.59764
"2021-08-15_16h23m14s_CO210P16.txt.bin"	500	2.05883e-06	0.00153224		2.05284e-06	2.06496e-06	-4.1428e-06	0.0162456	0	1.57875
"2021-08-15_16h23m03s_C1310P20.txt.bin"	500	1.18817e-06	0.00627399		1.17787e-06	1.1972e-06	-0.00258363	0.0277945	0	1.98385
"2021-08-15_16h22m19s_C1310P22.txt.bin"	500	1.20073e-06	0.00577608		1.19229e-06	1.21012e-06	-0.00323679	0.0535189	0	2.84113
"2021-08-15_16h23m24s_O1810R08.txt.bin"	500	2.43746e-06	0.000942003		2.43318e-06	2.44169e-06	-8.09153e-06	0.0265052	0	1.55491
"2021-08-15_16h24m04s_CO210P12.txt.bin"	500	2.20583e-06	0.000492435		2.20333e-06	2.20834e-06	-7.16445e-06	0.0417129	0	1.51879
"2021-08-15_16h23m53s_O1810R10.txt.bin"	500	2.3241e-06	0.00173596		2.31876e-06	2.32976e-06	-1.72827e-05	0.0427948	0	1.66271
"2021-08-15_16h24m19s_O1810R12.txt.bin"	500	2.4297e-06	0.000767436		2.42601e-06	2.43323e-06	-4.56381e-05	0.0386488	0	1.64758
"2021-08-15_16h24m30s_CO210P10.txt.bin"	500	2.21058e-06	0.00457228		2.17884e-06	2.24449e-06	1.13774e-06	0.0121219	0	1.59011
"2021-08-15_16h24m52s_O1810R14.txt.bin"	500	2.45949e-06	0.000963454		2.45539e-06	2.46331e-06	-4.59752e-05	0.0412989	0	1.7219
"2021-08-15_16h24m41s_C1310P18.txt.bin"	500	1.22618e-06	0.00222654		1.22133e-06	1.2319e-06	-0.000747469	0.0260198	0	2.23436
"2021-08-15_16h25m02s_CO210P08.txt.bin"	500	2.23489e-06	0.00600097		2.21062e-06	2.26171e-06	-3.42438e-06	0.0116341	0	1.54644
"2021-08-15_16h25m18s_O1810R16.txt.bin"	500	2.43879e-06	0.00050554		2.4355e-06	2.44157e-06	-5.35507e-05	0.0401185	0	1.68834
"2021-08-15_16h25m29s_CO210P06.txt.bin"	500	2.26487e-06	0.00288458		2.25394e-06	2.27603e-06	-5.89209e-06	0.0162646	0	1.53805
"2021-08-15_16h25m45s_O1810R18.txt.bin"	500	2.52434e-06	0.00144545		2.51858e-06	2.52941e-06	-4.97917e-05	0.0350568	0	1.74473
"2021-08-15_16h26m13s_CO210R04.txt.bin"	500	2.02133e-06	0.00141747		2.01535e-06	2.02762e-06	-5.37928e-06	0.0208353	0	1.61944
"2021-08-15_16h26m25s_O1810R20.txt.bin"	500	2.54699e-06	0.00032146		2.54443e-06	2.54953e-06	-4.81615e-05	0.0355104	0	1.72801
"2021-08-15_16h25m59s_C1310P16.txt.bin"	500	1.24693e-06	0.00455384		1.23894e-06	1.25498e-06	-5.49708e-05	0.0203722	0	2.24798
"2021-08-15_16h26m36s_C1310P14.txt.bin"	500	1.27665e-06	0.00129306		1.27294e-06	1.28012e-06	-0.00402681	0.0309681	0	1.73499
"2021-08-15_16h26m50s_CO210R06.txt.bin"	500	1.69825e-06	0.00100478		1.69356e-06	1.70459e-06	-2.85546e-06	0.0151514	0	1.66403
