CO210P40,1.652213E-6,453.326096E-6,9.642865969356361,10.888358704470544,2021-08-15 17:32:50
CO210P38,1.755247E-6,952.588835E-6,6.592147922688696,7.9521489872195295,2021-08-15 17:33:18
CO210P36,1.707091E-6,3067.400923E-6,7.568761764353943,8.706381980997527,2021-08-15 17:33:48
CO210P34,1.712884E-6,1877.530985E-6,7.980375066825839,9.539485011379641,2021-08-15 17:34:29
C1310P28,1.057749E-6,1266.609370E-6,6.377069494524263,7.558787076242541,2021-08-15 17:34:52
CO210P32,1.682154E-6,2026.561354E-6,6.085771302164011,7.515861606352692,2021-08-15 17:35:53
O1810P34,1.689674E-6,1751.093345E-6,6.254781014642084,7.701750325994315,2021-08-15 17:36:02
CO210P30,1.724510E-6,1084.606036E-6,7.123268966299515,8.4441597291785,2021-08-15 17:36:21
O1810P32,1.690556E-6,1585.581573E-6,6.6615356069404825,7.981072124973658,2021-08-15 17:36:31
CO210P28,1.704140E-6,1350.923797E-6,6.666907369535769,8.06569766611639,2021-08-15 17:36:47
O1810P30,1.704548E-6,1713.737176E-6,7.2100463437074325,8.951864474149426,2021-08-15 17:36:57
CO210P26,1.673339E-6,10135.539692E-6,6.424933748614336,7.944377352922627,2021-08-15 17:37:15
O1810P28,1.704094E-6,1818.443732E-6,7.472888686377275,8.96430910200641,2021-08-15 17:37:25
CO210P24,1.683350E-6,5652.748321E-6,5.938081063222891,7.25511534242939,2021-08-15 17:37:41
O1810P26,1.726963E-6,1480.308509E-6,8.862112960058656,10.489407020595156,2021-08-15 17:37:51
CO210P22,1.699720E-6,5899.858568E-6,6.126591498193078,7.63113713000965,2021-08-15 17:38:35
O1810P24,1.652268E-6,2209.502347E-6,9.057348249007775,10.746254307347714,2021-08-15 17:38:45
C1310P24,1.058711E-6,2740.708637E-6,6.630311829634051,8.26004376005233,2021-08-15 17:38:55
CO210P20,1.713576E-6,3123.163496E-6,6.6901370283808115,8.134684074763202,2021-08-15 17:39:05
O1810P22,1.698597E-6,504.254468E-6,8.06485099822419,9.589478842299684,2021-08-15 17:39:15
C1310P22,1.076950E-6,8689.165119E-6,8.734621596599744,12.005177141451512,2021-08-15 17:40:04
CO210P18,1.694891E-6,9395.862212E-6,6.019145220879926,7.402179427310058,2021-08-15 17:40:15
O1810P20,1.656638E-6,2346.356249E-6,8.497412664561457,10.222859630379077,2021-08-15 17:40:25
C1310P20,1.061204E-6,6476.926282E-6,8.600723490569045,10.18239688084628,2021-08-15 17:40:35
CO210P16,1.700985E-6,2522.192417E-6,6.564973283526573,7.843122198254962,2021-08-15 17:40:45
O1810P18,1.634684E-6,1811.505480E-6,9.169406307439797,10.813716859766355,2021-08-15 17:40:55
