//Fitting algorithm output. V. 0.1	maxIter=5000	start_lambda=1e-05	up_factor=10	down_factor=0.8	target_derr=0.0001	multlimit=1e+07
"2021-08-15_17h35m53s_CO210P32.txt.bin"	505	1.68216e-06	0.00202767		1.6683e-06	1.69339e-06	-2.20505e-06	0.0120555	0	2.02678
"2021-08-15_17h33m18s_CO210P38.txt.bin"	500	1.75525e-06	0.000953205		1.75123e-06	1.75995e-06	-3.01344e-06	0.0159502	0	2.16986
"2021-08-15_17h34m29s_CO210P34.txt.bin"	500	1.71289e-06	0.00187954		1.70612e-06	1.71896e-06	-8.24688e-05	0.0310341	0	2.39084
"2021-08-15_17h33m48s_CO210P36.txt.bin"	500	1.70709e-06	0.00306985		1.69958e-06	1.7151e-06	-7.92088e-05	0.0281215	0	2.5345
"2021-08-15_17h32m50s_CO210P40.txt.bin"	500	1.65224e-06	0.000450976		1.65002e-06	1.65405e-06	-0.000830334	0.0652239	0	2.69492
"2021-08-15_17h34m52s_C1310P28.txt.bin"	500	1.05775e-06	0.00126828		1.05401e-06	1.0622e-06	-3.38419e-05	0.0143223	0	2.7271
"2021-08-15_17h36m02s_O1810P34.txt.bin"	500	1.68967e-06	0.00175284		1.68223e-06	1.69829e-06	-1.44641e-06	0.0130349	0	1.62028
"2021-08-15_17h36m31s_O1810P32.txt.bin"	500	1.69056e-06	0.00158634		1.68479e-06	1.69629e-06	-4.48834e-06	0.0166334	0	1.55155
"2021-08-15_17h36m21s_CO210P30.txt.bin"	500	1.72451e-06	0.0010855		1.71998e-06	1.72904e-06	-3.34312e-05	0.0215534	0	1.87598
"2021-08-15_17h36m47s_CO210P28.txt.bin"	500	1.70414e-06	0.00135226		1.69817e-06	1.70921e-06	-5.9555e-06	0.0166376	0	1.62745
"2021-08-15_17h36m57s_O1810P30.txt.bin"	500	1.70455e-06	0.00171566		1.69965e-06	1.71027e-06	-2.95013e-05	0.022974	0	1.87197
"2021-08-15_17h37m15s_CO210P26.txt.bin"	500	1.67333e-06	0.0101396		1.62649e-06	1.74043e-06	-6.27763e-06	0.0140095	0	1.93604
"2021-08-15_17h37m41s_CO210P24.txt.bin"	500	1.68335e-06	0.00565837		1.66004e-06	1.70802e-06	-4.6023e-07	0.0111333	0	1.57218
"2021-08-15_17h37m25s_O1810P28.txt.bin"	500	1.70409e-06	0.00182055		1.699e-06	1.71002e-06	-4.46808e-05	0.025417	0	1.88048
"2021-08-15_17h38m35s_CO210P22.txt.bin"	500	1.69971e-06	0.00590785		1.67255e-06	1.73602e-06	-5.48198e-06	0.0119367	0	1.44747
"2021-08-15_17h37m51s_O1810P26.txt.bin"	500	1.72698e-06	0.00148439		1.72285e-06	1.73127e-06	-0.000106984	0.0466515	0	2.10777
"2021-08-15_17h38m45s_O1810P24.txt.bin"	500	1.65227e-06	0.00221222		1.64731e-06	1.6573e-06	-0.000120151	0.0519632	0	2.21442
"2021-08-15_17h38m55s_C1310P24.txt.bin"	500	1.05871e-06	0.00274593		1.05155e-06	1.06513e-06	-3.4347e-05	0.0156701	0	2.15718
"2021-08-15_17h39m05s_CO210P20.txt.bin"	500	1.71358e-06	0.00312707		1.70417e-06	1.72288e-06	-1.22566e-05	0.0162295	0	1.80178
"2021-08-15_17h39m15s_O1810P22.txt.bin"	500	1.6986e-06	0.000505591		1.69598e-06	1.70122e-06	-5.537e-05	0.0342981	0	2.00353
"2021-08-15_17h40m15s_CO210P18.txt.bin"	500	1.69489e-06	0.00940661		1.66568e-06	1.72534e-06	-2.45623e-06	0.0114528	0	1.64539
"2021-08-15_17h40m45s_CO210P16.txt.bin"	500	1.70098e-06	0.00252471		1.6927e-06	1.70833e-06	-2.61168e-06	0.0160287	0	1.58494
"2021-08-15_17h40m25s_O1810P20.txt.bin"	500	1.65664e-06	0.00234998		1.65134e-06	1.66242e-06	-0.00010318	0.0410487	0	2.21009
"2021-08-15_17h41m11s_CO210P14.txt.bin"	500	1.70941e-06	0.0108718		1.65974e-06	1.75724e-06	-8.62045e-06	0.0109861	0	1.59883
"2021-08-15_17h40m55s_O1810P18.txt.bin"	500	1.63469e-06	0.00181446		1.63025e-06	1.63903e-06	-0.000115212	0.0519112	0	2.1866
