CO210P40,1.961211E-6,391.398768E-6,8.680486668311467,9.774028031757588,2021-08-26 20:51:04
CO210P38,2.037559E-6,604.542591E-6,6.726188019461216,8.326076023634144,2021-08-26 20:52:04
CO210P36,2.041554E-6,2652.145205E-6,7.635832219950302,8.919505553591437,2021-08-26 20:52:33
CO210P34,2.088636E-6,1126.583842E-6,8.861153809830572,10.114035798931365,2021-08-26 20:53:05
C1310P26,1.349713E-6,2349.122880E-6,6.987562685799232,8.654103664052034,2021-08-26 20:53:35
CO210P32,2.117301E-6,579.527833E-6,8.168120788321882,9.561487052683036,2021-08-26 20:53:46
C1310P24,1.338106E-6,1254.873811E-6,7.772193279217484,9.444570126131644,2021-08-26 20:53:58
CO210P30,2.246999E-6,611.668625E-6,7.077578877199736,8.518050676100183,2021-08-26 20:54:10
C1310P22,1.421023E-6,5364.059337E-6,9.470307359983819,11.825290868869956,2021-08-26 20:55:08
CO210P28,2.303678E-6,1335.120047E-6,17.323609288489763,24.27365038378296,2021-08-26 20:55:20
C1310P20,1.436826E-6,3940.706612E-6,9.460075208024657,10.753926845250335,2021-08-26 20:55:34
CO210P26,2.321981E-6,2247.547905E-6,5.752573317251558,7.261062398354316,2021-08-26 20:55:45
C1310P18,1.475791E-6,423.027803E-6,8.152401691537944,9.203566866697996,2021-08-26 20:55:59
CO210P24,2.356764E-6,7355.259464E-6,5.933420729253929,7.427880715602732,2021-08-26 20:56:11
C1310P16,1.489677E-6,1674.699874E-6,6.9821623711001,8.780222304957842,2021-08-26 20:56:23
CO210P22,2.410720E-6,3164.725646E-6,6.021422772623822,7.588746302325498,2021-08-26 20:56:34
O1810P32,nanE-6,nanE-6,nan,nan,2021-08-26 20:56:37
O1810P32,nanE-6,nanE-6,nan,nan,2021-08-26 20:56:37
C1310P14,1.530042E-6,421.819438E-6,9.043092319892578,10.450581350163015,2021-08-26 20:56:46
CO210P20,2.462656E-6,3606.668976E-6,6.844752709135253,8.711360421091463,2021-08-26 20:56:59
O1810P30,2.441866E-6,1089.687647E-6,8.400874224148966,9.960789298299023,2021-08-26 20:57:10
CO210P18,2.438904E-6,4893.343497E-6,6.044379374398543,7.633639114964209,2021-08-26 20:57:21
C1310P12,1.542738E-6,1166.909885E-6,7.518315038516477,9.004540180029123,2021-08-26 20:57:33
O1810P28,2.456653E-6,796.377028E-6,8.240052149032126,9.838698877039537,2021-08-26 20:57:43
CO210P16,2.437584E-6,1746.434872E-6,6.521370255543073,7.880532324749407,2021-08-26 20:57:53
C1310P10,1.522792E-6,2744.578411E-6,7.43884815373408,8.754594700371047,2021-08-26 20:58:04
O1810P26,2.489982E-6,522.274760E-6,8.360863303696954,9.797644765181856,2021-08-26 20:58:15
CO210P14,2.447205E-6,6011.454196E-6,5.7415762519895415,7.182481652231767,2021-08-26 20:58:26
O1810P24,2.420651E-6,1120.261796E-6,8.252450226322377,10.066189252176617,2021-08-26 20:58:38
C1310P08,1.601548E-6,799.819505E-6,7.3737711586845585,8.726142547761887,2021-08-26 20:58:50
O1810P22,2.417348E-6,413.936389E-6,8.238768147648116,9.514759438530357,2021-08-26 20:59:00
CO210P12,2.525609E-6,1186.199488E-6,6.812672218134152,8.66191765936408,2021-08-26 20:59:12
O1810P20,2.479413E-6,734.650081E-6,8.12738796354837,9.619268906703354,2021-08-26 20:59:22
C1310P06,1.593706E-6,3740.075415E-6,6.979452237717776,8.378539946054383,2021-08-26 20:59:34
O1810P18,2.565696E-6,594.553452E-6,7.836192162201241,9.5141926826021,2021-08-26 20:59:47
CO210P10,2.567248E-6,2614.253933E-6,6.335002092077957,7.520755419059516,2021-08-26 20:59:58
C1310R06,1.835968E-6,1153.475835E-6,7.610691941646925,9.134651441858745,2021-08-26 21:00:10
O1810P16,2.638186E-6,941.268864E-6,8.121641751059792,9.859919506652059,2021-08-26 21:00:22
CO210P08,2.635968E-6,3211.668605E-6,6.132712410348314,7.712221446646199,2021-08-26 21:00:33
C1310R08,1.885385E-6,1186.634338E-6,8.2512067346595,10.2396382590478,2021-08-26 21:00:45
O1810P14,2.682169E-6,1226.147818E-6,7.873992260733464,9.696388191947097,2021-08-26 21:00:56
CO210P06,nanE-6,nanE-6,nan,nan,2021-08-26 21:00:58
CO210P06,nanE-6,nanE-6,nan,nan,2021-08-26 21:00:58
C1310R10,1.907168E-6,1384.109671E-6,7.040973023466144,8.744824209806373,2021-08-26 21:01:08
CO210R04,2.736188E-6,470.777113E-6,7.702855517398985,9.100768056451525,2021-08-26 21:01:26
O1810P12,2.722078E-6,367.848174E-6,7.9306208632450375,9.596282425322153,2021-08-26 21:01:38
CO210R06,2.625177E-6,553.312978E-6,7.879135391828196,9.341936837971206,2021-08-26 21:01:49
C1310R12,1.964064E-6,2469.053410E-6,7.561814683799289,9.485375616614359,2021-08-26 21:01:59
O1810P10,2.752036E-6,1788.626070E-6,7.640243007844864,9.011230387476672,2021-08-26 21:02:11
CO210R08,2.701416E-6,493.631709E-6,8.136824984767518,9.320254094871002,2021-08-26 21:02:21
C1310R14,2.005015E-6,2943.169329E-6,7.374562552931595,8.801019078456696,2021-08-26 21:02:33
O1810P08,2.795927E-6,603.506847E-6,6.318155527626053,7.389552212684386,2021-08-26 21:02:42
CO210R10,2.942309E-6,421.468524E-6,7.691148524510926,9.269634841010024,2021-08-26 21:02:56
C1310R16,2.029999E-6,1306.912032E-6,8.399979841839489,9.945330771344505,2021-08-26 21:03:08
CO210R12,2.922858E-6,364.975806E-6,7.804131150366919,9.345234890760292,2021-08-26 21:03:21
C1310R18,1.902154E-6,5448.109896E-6,8.28723856834972,10.590867151552848,2021-08-26 21:03:36
CO210R14,2.933927E-6,316.414396E-6,7.884303576793211,9.323982897424136,2021-08-26 21:03:51
C1310R20,2.033081E-6,316.458378E-6,7.905699219226021,9.101475510849852,2021-08-26 21:04:03
CO210R16,3.049943E-6,283.697194E-6,7.505605816009378,8.769989973583392,2021-08-26 21:04:18
C1310R22,2.034462E-6,1692.827762E-6,6.650924095208195,8.247994218739507,2021-08-26 21:04:29
O1810R08,nanE-6,nanE-6,nan,nan,2021-08-26 21:04:31
O1810R08,nanE-6,nanE-6,nan,nan,2021-08-26 21:04:31
CO210R18,3.120986E-6,359.585459E-6,7.785693840213444,9.129096654348754,2021-08-26 21:04:42
C1310R24,2.033765E-6,924.950613E-6,6.503453831654142,8.410384132979662,2021-08-26 21:04:52
CO210R20,2.882372E-6,427.623341E-6,7.705201287061291,9.115515558100071,2021-08-26 21:05:11
O1810R10,3.109281E-6,925.486173E-6,7.464299511421253,9.057867195897138,2021-08-26 21:05:22
CO210R22,3.125972E-6,382.904182E-6,8.033501405906287,9.377053544391739,2021-08-26 21:05:34
O1810R12,3.089639E-6,411.494304E-6,7.303234365167784,9.213929062676867,2021-08-26 21:05:45
